"ID","Y","Lon","Lat","Alt","Type","HighDens","LowDens","Ind","Transp","Seap","Airp","Constr","UrbGreen","Agri","Forest","popDens","PriRoad","SecRoad","NatMot","LocRoute"
"DENI028",11.95815865,10.23854,51.50758,185,"background",0,0.114649681528662,0.461783439490446,0,0,0,0,0,0.423566878980892,0,220.372307048735,0,0,0,0
"DENI042",16.53556255,9.94976,51.55107,170,"background",0,0.366559485530547,0.37620578778135,0,0,0,0,0.118971061093248,0.118971061093248,0.0192926045016077,1017.31542475832,1790.26390913333,0,0,0
"DENI051",6.14238556,10.61248,51.75816,939,"background",0,0,0,0,0,0,0,0,0,1,215.625990491284,0,0,0,0
"DENI016",10.31574115,10.48132,51.90158,208,"background",0,0.474358974358974,0.173076923076923,0,0,0,0.0288461538461538,0,0.0833333333333333,0.217948717948718,310.194856758903,2108.55913852605,0,0,0
"DENI077",8.98356021,9.55462,51.70884,295,"background",0,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,126.774704949797,1254.5639905787,0,0,0
"DENI054",19.19415209,9.70612,52.36292,85,"background",0,0.438485804416404,0.312302839116719,0.056782334384858,0,0,0,0.192429022082019,0,0,2606.72544697526,2012.56531339681,0,0,0
"DENI041",14.36342084,9.06255,52.17017,54,"background",0,0.0705128205128205,0.205128205128205,0,0,0,0,0,0.724358974358974,0,230.925093976345,2064.24113299229,0,0,0
"DENI059",11.89503828,8.80122,53.83017,3,"background",0,0,0,0,0,0,0,0,0.690095846645367,0,298.073122529644,0,0,0,0
"DENI060",11.26930917,11.16705,52.95702,16,"background",0,0.0253164556962025,0.174050632911392,0,0,0,0,0,0.800632911392405,0,44.5889837304204,2559.37407810422,0,0,0
"DENI062",16.66755584,10.4565,53.24696,47,"background",0,0.218649517684887,0.585209003215434,0,0,0,0,0.0771704180064309,0,0.0353697749196141,1053.05658231447,2530.19921980858,0,0,188.940439664992
"DENI052",13.0739389,9.62295,52.82943,38,"background",0,0.258785942492013,0,0,0,0,0,0,0.60702875399361,0.134185303514377,85.7644147305433,0,0,0,0
"DENI063",13.95126052,9.68503,53.52418,3,"background",0,0.302250803858521,0,0,0,0,0,0,0.697749196141479,0,193.543205910697,0,1158.76568085574,0,0
"DEUB005",7.13953807,10.756733,52.800773,74,"background",0,0,0,0,0,0,0,0,0.594249201277955,0.405750798722045,44.869459623558,0,0,0,0
"DENI029",16.66998474,7.20726,53.36235,1,"background",0,0.544303797468354,0.268987341772152,0,0.104430379746835,0,0,0.00632911392405063,0,0,451.174795300819,0,0,0,1274.88009082318
"DENI038",19.36842637,8.05286,52.25534,95,"background",0,0.824281150159744,0,0,0,0,0,0.143769968051118,0,0.0319488817891374,1355.73086234243,1857.37589444138,0,0,0
"DENI031",11.14621369,8.09059,53.59617,2,"background",0,0.10126582278481,0.00949367088607595,0,0,0,0.0474683544303797,0,0.708860759493671,0,710.831540548125,0,0,0,1975.63666101356
"DENI058",8.9534562,7.21398,53.7153,5,"background",0,0,0,0,0,0.059748427672956,0,0,0,0,225.751236211487,0,0,0,0
"DENI043",15.37784952,7.31747,52.49855,30,"background",0,0.461783439490446,0.0286624203821656,0,0,0,0,0,0.222929936305732,0.280254777070064,302.526542894453,1655.90297049841,0,0,0
"DEHB001",22.84807634,8.81578,53.077151,10,"background",0.173501577287066,0.605678233438486,0.00630914826498423,0.107255520504732,0,0,0,0.0347003154574132,0,0,1712.32338125077,0,0,0,1446.29410808618
"DEHB002",21.21261899,8.916966,53.060045,7,"background",0,0.414012738853503,0.302547770700637,0,0,0,0,0.197452229299363,0.0859872611464968,0,1712.32338125077,0,0,0,0
"DEHB004",19.52051449,8.625456,53.180946,20,"background",0,0.974603174603175,0,0,0,0,0,0,0.0253968253968254,0,1712.32338125077,0,0,1957.74123174825,0
"DEHB012",22.27755815,8.735047,53.124561,8,"background",0,0.304761904761905,0,0.114285714285714,0.393650793650794,0,0,0,0,0,1712.32338125077,0,0,0,0
"DEHB005",21.65266429,8.569405,53.562455,3,"background",0,0.29746835443038,0.373417721518987,0,0.0284810126582278,0,0,0.136075949367089,0,0,1215.35919846515,0,0,0,0
"DENW071",25.28207955,6.732383,51.249211,32,"background",0,0.375,0.0512820512820513,0,0,0,0,0.192307692307692,0.182692307692308,0,2815.77664320868,0,0,0,0
"DENW024",26.55889399,6.981045,51.496527,47,"background",0,0.253164556962025,0.639240506329114,0,0,0,0.0664556962025316,0.00316455696202532,0,0,2769.91537510697,0,0,966.740465320056,0
"DENW247",33.41377051,6.965643,51.406968,153,"background",0,0.312302839116719,0,0,0,0.0157728706624606,0,0.195583596214511,0.476340694006309,0,2769.91537510697,0,0,1963.42276069944,0
"DENW038",26.00171979,6.865107,51.45346,37,"background",0,0.552715654952077,0.297124600638978,0,0,0,0,0.150159744408946,0,0,1854.4916739702,2280.37072839233,0,1917.02953257956,0
"DENW080",22.55888541,7.052634,51.183773,207,"background",0,0.737179487179487,0.118589743589744,0,0,0,0,0.144230769230769,0,0,1772.68259995533,0,0,0,0
"DENW114",24.16631697,7.231895,51.277647,186,"background",0,0.907348242811502,0.0926517571884984,0,0,0,0,0,0,0,2078.78140032068,2079.25802270552,0,0,0
"DENW078",25.83443196,6.819967,51.303919,41,"background",0,0.427215189873418,0.227848101265823,0,0,0,0,0.0854430379746835,0.107594936708861,0.0886075949367089,991.018706333108,0,1652.89374691787,1643.62933632972,0
"DENW066",20.20407044,6.195868,51.326943,49,"background",0,0.40506329113924,0.145569620253165,0,0,0,0,0,0.449367088607595,0,500.34577322046,105.296263455836,0,2060.00970020078,0
"DENW030",19.33927003,6.629576,51.672809,25,"background",0,0.578274760383387,0.242811501597444,0,0,0,0,0,0.178913738019169,0,494.41090078329,1072.78863036748,0,0,0
"DENW062",29.89228432,7.082676,50.75364,57,"background",0,0.638977635782748,0.233226837060703,0,0,0,0,0.0702875399361022,0,0,2260.09499503757,0,0,1850.32371103657,0
"DENW059",31.23263624,6.985164,50.889814,45,"background",0,0.429487179487179,0,0,0,0,0,0.349358974358974,0,0.205128205128205,2618.59167448521,887.958722458212,0,1816.86649506421,0
"DENW053",24.9865366,6.884636,51.019345,45,"background",0,0.562700964630225,0,0,0,0,0,0,0.337620578778135,0.00964630225080386,2618.59167448521,0,0,0,0
"DENW079",29.25676077,7.005063,51.028879,50,"background",0,0.695238095238095,0.155555555555556,0,0,0,0,0.13015873015873,0.019047619047619,0,2072.86674274122,0,0,1856.34255355286,0
"DENW094",14.24568763,6.093923,50.754704,205,"background",0,0.911392405063291,0,0,0,0,0,0.0221518987341772,0.0632911392405063,0.00316455696202532,1528.66024246192,1842.6170171615,0,0,0
"DENW064",5.95223749,6.281069,50.653236,572,"background",0,0,0,0,0,0,0,0,0.179487179487179,0.740384615384615,137.630724846736,1913.53160832243,0,0,0
"DENW022",26.45053198,7.101786,51.533646,40,"background",0,0.538216560509554,0.159235668789809,0.114649681528662,0,0,0,0.0668789808917197,0,0.114649681528662,2481.11301696207,1979.34433984099,0,1968.08639347985,0
"DENW095",19.55349053,7.611581,51.936547,63,"background",0,0.920382165605096,0.0414012738853503,0,0,0,0,0.0382165605095541,0,0,1022.28633605909,3930.05287527834,0,0,0
"DENW081",17.66019154,6.874554,51.862,45,"background",0,0.293929712460064,0.210862619808307,0,0,0,0,0,0.376996805111821,0.118210862619808,276.341766359417,0,2227.51735587946,0,0
"DENW002",20.31731004,7.331405,51.641383,80,"background",0,0.639240506329114,0.177215189873418,0,0,0,0.00316455696202532,0,0.126582278481013,0,522.333182024512,1981.59923333216,0,0,0
"DENW067",22.41473548,8.548389,52.023169,102,"background",0.0833333333333333,0.612179487179487,0.304487179487179,0,0,0,0,0,0,0,1286.95618576617,357.484744084444,0,0,0
"DENW008",26.53087569,7.457463,51.536911,75,"background",0,0.179487179487179,0.467948717948718,0,0,0,0,0.352564102564103,0,0,2088.20847137615,2093.50648055694,0,0,0
"DENW029",18.07669563,7.208572,51.403005,93,"background",0,0.585987261146497,0.117834394904459,0,0,0,0,0,0.296178343949045,0,767.875647668394,0,2130.75891362282,0,0
"DEHE046",9.43207072,8.928171,51.430897,343,"background",0,0,0,0,0,0,0,0,1,0,109.581824168587,0,0,0,0
"DENW065",6.72669228,8.191932,50.930328,635,"background",0,0,0,0,0,0,0,0,0,0.987381703470032,170.26712278914,0,1777.78440146048,0,0
"DENW068",12.41404379,8.148061,51.570662,110,"background",0,0,0.00641025641025641,0,0,0,0,0,0.958333333333333,0.0352564102564103,559.07236918774,1844.44693049773,0,0,0
"DENW006",24.36537833,7.569838,51.592206,58,"background",0,0.253164556962025,0,0,0,0,0,0,0.746835443037975,0,1445.8157939047,0,0,1703.93589651664,0
"DENW179",21.94589503,7.582295,51.448762,157,"background",0,0.575079872204473,0.182108626198083,0,0,0,0,0,0.242811501597444,0,830.926551662813,762.018202084539,0,0,0
"DENW010",20.96178816,7.693835,51.547495,72,"background",0,0.639871382636656,0.122186495176849,0,0,0,0,0,0.237942122186495,0,667.468383017163,0,1860.9564826438,0,0
"DEHE001",25.26970356,8.664619,49.872303,158,"background",0.0444444444444444,0.780952380952381,0.0698412698412698,0,0,0,0,0.104761904761905,0,0,1272.44655581948,3465.51124933197,1961.40750208558,0,0
"DEHE005",36.12854251,8.542517,50.10175,103,"background",0,0.568690095846645,0.258785942492013,0.060702875399361,0,0,0,0,0.0638977635782748,0,2950.69872336998,0,0,0,0
"DEHE008",34.25607048,8.746343,50.125332,100,"background",0,0.115755627009646,0.745980707395498,0.0578778135048231,0,0,0,0.0739549839228296,0,0,2950.69872336998,1979.92363433709,1595.96110054353,0,0
"DEHE022",28.61631541,8.244949,50.050343,121,"background",0,0.598726114649682,0.124203821656051,0.0573248407643312,0,0,0,0.207006369426752,0,0.0127388535031847,1354.5409964692,791.493377147716,0,2019.19258820106,0
"DEHE028",9.57384009,8.817251,49.653465,484,"background",0,0,0,0,0,0,0,0,0.159744408945687,0.840255591054313,272.455089820359,0,0,0,0
"DEHE018",29.1195748,8.451527,50.010325,90,"background",0,0.674050632911392,0.10126582278481,0,0,0,0,0.0854430379746835,0.0506329113924051,0.0158227848101266,1239.96827914354,1704.14358604809,0,0,0
"DEHE043",20.14056413,8.516798,49.825165,87,"background",0,0.0128205128205128,0.00961538461538462,0,0,0,0,0,0.926282051282051,0,311.921877119219,0,0,0,0
"DEHE052",7.70929542,8.446079,50.221941,811,"background",0,0,0,0,0,0,0,0,0.0126182965299685,0.987381703470032,198.596231991134,0,1209.36807435144,0,0
"DEHE011",24.18263123,8.92157,50.13577,108,"background",0.0981012658227848,0.674050632911392,0.14873417721519,0,0,0,0,0.0791139240506329,0,0,1211.17793175579,1927.5747873969,1555.09609482312,0,0
"DEHE026",7.97372826,9.399441,50.16443,502,"background",0,0.0189873417721519,0,0,0,0,0,0.00949367088607595,0.477848101265823,0.493670886075949,68.1288282948034,0,2495.03961542411,0,0
"DEHE045",17.46495917,9.001981,49.672507,209,"background",0,0.639871382636656,0.279742765273312,0,0,0,0,0,0.0803858520900322,0,191.331340538055,2977.1469270814,0,0,0
"DEHE042",18.52167574,8.684397,50.532965,172,"background",0,0.261829652996845,0,0,0,0,0,0,0.545741324921136,0.192429022082019,559.815546772069,0,1880.70401149365,0,0
"DEHE044",24.77337032,8.060998,50.383217,128,"background",0.133333333333333,0.507936507936508,0.168253968253968,0.114285714285714,0,0,0,0,0.0603174603174603,0,758.693244739756,3487.03420344015,0,0,0
"DEHE030",24.53127056,8.769324,50.804258,182,"background",0.0859872611464968,0.780254777070064,0,0,0,0,0,0.121019108280255,0.00955414012738853,0.00318471337579618,595.836023240801,2017.68180126091,2687.69635814079,0,0
"DEHE039",8.81724051,9.459402,50.770381,491,"background",0,0,0,0,0,0,0,0,0.195512820512821,0.80448717948718,124.466034389699,1610.44539245841,0,0,0
"DEHE013",22.34249978,9.483397,51.314248,181,"background",0.20253164556962,0.610759493670886,0.0632911392405063,0.0791139240506329,0,0,0,0.0443037974683544,0,0,1854.12998688893,1163.85009045092,0,0,0
"DEHE058",24.28883351,9.682162,50.549297,272,"background",0.227564102564103,0.355769230769231,0.387820512820513,0,0,0,0,0.0128205128205128,0.016025641025641,0,646.414840445982,2722.35692270485,0,0,0
"DEHE051",5.19923881,9.935862,50.497711,931,"background",0,0,0,0,0,0.303225806451613,0,0,0.354838709677419,0.341935483870968,61.6090410652344,0,619.888373032992,0,0
"DEHE032",15.33499409,9.80026,50.970024,204,"background",0,0.652866242038217,0.0636942675159236,0.0923566878980892,0,0,0,0,0.191082802547771,0,148.312686885946,0,0,0,2569.51134571612
"DEHE050",9.26819465,9.271233,51.360755,489,"background",0,0,0,0,0,0,0,0,0.194888178913738,0.623003194888179,75.9043106437074,0,0,1618.58472090976,0
"DEHE060",7.19996472,9.031754,51.154843,483,"background",0,0,0,0,0,0,0,0,0,0.891373801916933,54.3679253434719,0,0,0,0
"DEHE024",6.78109259,9.774588,51.291757,610,"background",0,0,0,0,0,0,0,0,0,0.996845425867508,0,0,0,0,0
"DERP016",8.05898114,7.9735,50.766751,480,"background",0,0.00964630225080386,0,0,0,0,0,0,0.0160771704180064,0.97427652733119,230.482095406808,0,0,0,0
"DERP022",24.39571609,7.866208,49.842136,108,"background",0.0946372239747634,0.577287066246057,0.296529968454259,0,0,0,0,0,0.0220820189274448,0.00946372239747634,888.117921984541,1879.53476373245,0,0,0
"DERP014",6.00266206,7.193486,49.741035,650,"background",0,0,0,0,0,0,0,0,0,1,93.906271989492,0,0,0,0
"DERP021",23.10821446,7.481394,50.424674,65,"background",0,0.257234726688103,0.334405144694534,0,0,0,0,0.0932475884244373,0.295819935691318,0,743.815028901734,2478.05651480648,1544.87768426422,0,0
"DERP028",9.5882628,7.7299,50.4243,546,"background",0,0,0,0,0,0,0,0,0,1,256.509676993196,0,0,0,0
"DERP015",6.45867509,6.3781,50.2665,680,"background",0,0,0,0,0,0,0,0,0,1,46.0572975993466,0,0,0,0
"DERP019",22.77030316,7.7673,49.446,232,"background",0.140575079872204,0.837060702875399,0.0223642172523962,0,0,0,0,0,0,0,705.02361528553,380.875245173201,0,0,1725.34641316743
"DERP001",25.1165092,8.402374,49.515052,91,"background",0,0.422712933753943,0.189274447949527,0,0,0,0,0.0504731861198738,0.334384858044164,0.00315457413249211,2124.02321083172,0,0,0,0
"DERP007",23.18246893,8.216498,50.017078,120,"background",0,0.520766773162939,0.0511182108626198,0,0,0,0,0.10223642172524,0.319488817891374,0.00638977635782748,2146.2962962963,0,67.4030095524835,1381.9782143085,0
"DERP009",39.00167057,8.273965,49.994975,110,"background",0.0851735015772871,0.67192429022082,0,0.00630914826498423,0,0,0,0.0977917981072555,0,0,2146.2962962963,1487.92196711208,1704.8754095052,0,0
"DERP060",17.83194114,7.614573,49.191996,378,"background",0,0.677215189873418,0,0,0,0,0,0,0.0126582278481013,0.310126582278481,653.821085220792,0,2764.69283680499,0,0
"DERP053",31.55038443,8.423005,49.351143,103,"background",0,0.329113924050633,0.10126582278481,0,0,0,0,0,0.107594936708861,0.379746835443038,1180.37558685446,1908.40567949337,850.547162374306,1917.63105394588,0
"DERP025",18.95252111,8.253547,49.052321,104,"background",0,0.610932475884244,0,0,0,0,0.0160771704180064,0,0.106109324758842,0.266881028938907,134.039805530234,0,0,1203.87513443515,0
"DERP013",8.06573256,7.293522,49.423137,455,"background",0,0.00964630225080386,0,0,0,0,0,0,0.781350482315113,0.209003215434084,287.372634643377,0,0,0,0
"DERP017",6.33975919,7.826521,49.270263,606,"background",0,0,0,0,0,0,0,0,0,1,115.033578768509,0,0,0,0
"DEBW013",32.31217978,9.229745,48.8088,235,"background",0.205128205128205,0.673076923076923,0.0448717948717949,0,0,0,0,0.0641025641025641,0.0128205128205128,0,3008.14082469255,0,0,0,0
"DEBW112",14.88304093,8.904442,48.645608,466,"background",0,0.439102564102564,0.121794871794872,0,0,0,0,0,0.439102564102564,0,541.331228624046,0,0,0,253.893250474087
"DEBW042",31.43543123,9.227769,48.678069,370,"background",0,0.49211356466877,0,0,0,0,0,0,0.50788643533123,0,1166.71854734112,1943.57241802595,0,0,0
"DEBW024",27.45700302,9.172792,48.899233,302,"background",0.0906148867313916,0.543689320388349,0.216828478964401,0,0,0,0,0,0.142394822006472,0.00647249190938511,2144.70588235294,1087.22123731528,327.594584421203,0,0
"DEBW015",30.42363615,9.224786,49.165508,157,"background",0,0.0737179487179487,0.503205128205128,0,0.00320512820512821,0,0,0,0.403846153846154,0.016025641025641,1227.1425710853,2001.94258194586,0,0,0
"DEBW056",19.63400436,9.733231,49.107878,306,"background",0.0993589743589744,0.653846153846154,0.118589743589744,0,0,0,0,0,0.092948717948718,0.0352564102564103,271.377697459339,1434.77495491433,1020.98846191688,0,0
"DEBW059",14.17186587,9.657919,49.634841,177,"background",0,0.121794871794872,0.259615384615385,0,0,0,0,0,0.602564102564103,0.016025641025641,101.821659927829,0,1815.46970847812,0,0
"DEBW029",23.24810716,10.096292,48.847917,424,"background",0.126582278481013,0.338607594936709,0.262658227848101,0,0,0,0,0,0.253164556962025,0.0189873417721519,356.419764117227,0,2042.38192336774,0,0
"DEBW076",16.19792395,8.220214,48.773072,148,"background",0,0.5,0,0,0,0,0,0,0,0.5,386.277726267741,2012.90636150697,0,0,0
"DEBW081",24.38074194,8.355628,49.028594,114,"background",0,0.562300319488818,0.389776357827476,0,0,0,0,0,0.0447284345047923,0,1774.21307506053,1937.6245783903,0,0,0
"DEBW004",24.45101921,8.40666,49.07655,109,"background",0,0.199367088607595,0,0,0,0,0,0,0.357594936708861,0.443037974683544,610.157148332695,2004.19280171933,0,0,0
"DEBW009",26.60805306,8.6767,49.419528,112,"background",0.0221518987341772,0.515822784810127,0.316455696202532,0,0,0,0,0,0.120253164556962,0,1435.88165028025,1216.2719099811,0,0,0
"DEBW010",19.76293103,8.700103,49.300731,162,"background",0,0.471153846153846,0.21474358974359,0,0,0,0,0,0.147435897435897,0.166666666666667,666.52182127338,0,0,0,0
"DEBW033",26.55009319,8.665536,48.889039,278,"background",0,0.507987220447284,0.198083067092652,0,0,0,0,0.281150159744409,0.012779552715655,0,1247.41836734694,2033.44510450885,0,0,0
"DEBW084",19.46076833,7.832122,48.001511,262,"background",0.0253164556962025,0.585443037974684,0.306962025316456,0,0,0,0,0.0822784810126582,0,0,1479.11276623546,2694.32043085513,0,0,1977.9431242796
"DEBW073",19.96183827,7.567969,47.819019,223,"background",0,0.582802547770701,0.0222929936305732,0,0,0,0,0,0.340764331210191,0.054140127388535,273.821396192203,2130.60340920346,0,1199.17703954108,0
"DEUB004",2.5253961,7.908035,47.913256,1205,"background",0,0,0,0,0,0,0,0,0.31629392971246,0.68370607028754,132.986383870123,0,4.84622441527002,0,0
"DEBW031",4.23161335,7.764528,47.809892,904,"background",0,0,0,0,0,0,0,0,0.00946372239747634,0.990536277602524,262.083807048887,0,0,0,0
"DEBW039",15.15470643,8.463597,48.048656,700,"background",0.0318471337579618,0.251592356687898,0.347133757961783,0,0,0,0,0,0.308917197452229,0.0605095541401274,399.084337349398,1021.37807197733,699.56721622714,0,0
"DEBW052",23.07802492,9.169289,47.664361,403,"background",0.107936507936508,0.473015873015873,0.13968253968254,0,0,0,0,0,0.114285714285714,0,1019.69583377959,2535.34684096256,0,0,2551.17975073943
"DEBW023",17.99277641,7.633271,47.588152,275,"background",0,0.441269841269841,0,0,0,0,0,0.0507936507936508,0.288888888888889,0.219047619047619,1542.37288135593,1642.69096386727,0,0,0
"DEBW027",26.65798774,9.20732,48.488887,385,"background",0.188679245283019,0.707547169811321,0.10377358490566,0,0,0,0,0,0,0,1313.00252699288,2920.55022568032,1214.52316585638,0,0
"DEBW087",7.57137711,9.207639,48.345778,798,"background",0,0.0571428571428571,0,0,0,0,0,0,0.942857142857143,0,115.360757427359,0,0,0,0
"DEBW107",21.90152485,9.051178,48.507703,325,"background",0,0.458333333333333,0.0833333333333333,0.092948717948718,0,0,0,0.121794871794872,0.240384615384615,0.00320512820512821,808.953015168331,3514.82353734718,0,0,0
"DEBW019",28.88872075,9.979031,48.396836,481,"background",0.125,0.362179487179487,0.33974358974359,0.144230769230769,0,0,0,0.0288461538461538,0,0,1033.24627180049,4307.93129645905,0,0,0
"DEBW046",18.02873429,9.800325,48.089886,534,"background",0,0.466666666666667,0.292063492063492,0,0,0,0,0.136507936507936,0.0603174603174603,0.0444444444444444,197.48949789958,3720.12366974573,0,0,0
"DEBW038",26.24145573,9.485675,47.660056,404,"background",0.0288461538461538,0.605769230769231,0.278846153846154,0,0,0.00641025641025641,0,0.0769230769230769,0,0,827.626262626263,3965.84529540734,0,0,0
"DEBY039",33.18022309,11.554669,48.154534,521,"background",0.221864951768489,0.52411575562701,0.241157556270096,0,0,0,0,0.0128617363344051,0,0,4668.10749919537,0,0,0,0
"DEBY089",22.50312578,11.648036,48.173194,513,"background",0,0.348101265822785,0.132911392405063,0,0,0,0,0.0316455696202532,0.487341772151899,0,4668.10749919537,0,0,0,0
"DEBY189",25.86124856,11.46445,48.18169,510,"background",0,0.7491961414791,0.0932475884244373,0,0,0,0,0.0803858520900322,0.0771704180064309,0,4668.10749919537,0,0,0,0
"DEBY012",23.03092507,12.829314,48.177175,420,"background",0,0.440514469453376,0.180064308681672,0,0,0,0,0.112540192926045,0.154340836012862,0.112540192926045,921.706208985361,2042.27353108703,0,0,0
"DEBY013",14.16540045,12.781387,48.182835,415,"background",0,0.0474683544303797,0,0,0,0,0,0,0.901898734177215,0.0506329113924051,174.399359316604,0,1242.76505055299,0,0
"DEBY123",15.96365393,11.062283,47.483194,720,"background",0,0.214511041009464,0.205047318611987,0,0,0,0,0,0.258675078864353,0.321766561514196,130.414275989497,2071.36457349807,0,0,0
"DEBY109",7.44084312,11.220172,47.968753,700,"background",0,0,0,0,0,0,0,0,0.297124600638978,0.702875399361022,87.215628090999,0,0,0,0
"DEBY088",18.54211626,12.538174,48.021657,488,"background",0,0.330188679245283,0.0408805031446541,0,0,0,0,0.0723270440251572,0.421383647798742,0.135220125786164,214.801163918526,2282.03213332503,610.194353327082,0,0
"DEBY118",32.4913669,13.422039,48.573629,300,"background",0,0.292063492063492,0.244444444444444,0.0571428571428571,0,0,0,0.0571428571428571,0.158730158730159,0.0761904761904762,726.83628000575,3838.52345092077,0,0,0
"DEUB046",5.95548546,13.420573,48.947611,858,"background",0,0,0,0,0,0,0,0,0,0.721518987341772,70.6524435623915,0,0,0,0
"DEBY049",11.35445459,11.777818,48.853211,359,"background",0,0,0,0,0,0,0,0,0.905362776025237,0.0410094637223975,146.109448482257,0,2068.13880963344,0,0
"DEBY030",20.30584002,11.948795,48.904228,340,"background",0,0.24203821656051,0,0,0,0,0,0,0.503184713375796,0.203821656050955,115.428664921466,2027.3635501345,0,0,0
"DEBY075",24.73979678,12.159361,49.67895,400,"background",0.10223642172524,0.613418530351438,0.178913738019169,0,0,0,0,0,0.105431309904153,0,596.102055279943,0,2027.17221720466,0,0
"DEBY072",6.14316026,12.548869,49.438464,755,"background",0,0,0,0,0,0,0,0,0.380191693290735,0.619808306709265,44.0977951102445,0,0,0,0
"DEBY067",21.98460473,12.128139,49.321955,380,"background",0.00641025641025641,0.442307692307692,0.0705128205128205,0,0,0,0,0,0.182692307692308,0.298076923076923,230.093714655033,0,0,0,0
"DEBY009",22.77328989,10.887686,49.89833,231,"background",0.0883280757097792,0.779179810725552,0.113564668769716,0,0,0,0,0.0189274447949527,0,0,1342.5668253387,0,653.861492645812,0,1971.85156857177
"DEBY020",16.49394268,11.897492,50.320611,525,"background",0,0.674050632911392,0.193037974683544,0,0,0,0,0,0.132911392405063,0,769.601930036188,2459.3343020533,0,0,0
"DEBY032",19.09215011,11.442591,50.103135,303,"background",0,0.515923566878981,0.452229299363057,0,0,0,0,0,0.0318471337579618,0,279.480547472788,3187.1231716805,0,0,0
"DEBY113",17.68063058,10.963528,49.605914,284,"background",0,0.309904153354633,0,0,0,0,0,0,0.172523961661342,0.488817891373802,1407.87524366472,0,0,0,0
"DEBY058",29.31521033,11.0248,49.462229,300,"background",0,0.295238095238095,0.625396825396825,0,0,0,0,0.0793650793650794,0,0,2736.21096684194,1977.0553225426,0,678.421276657972,0
"DEBY188",25.66942338,11.02792,49.32273,344,"background",0,0.69551282051282,0.16025641025641,0,0,0,0,0,0.0576923076923077,0.0865384615384615,990.396864282215,3191.1792896939,0,842.230939910791,0
"DEBY124",12.31749971,10.325,49.44406,362,"background",0,0.332268370607029,0,0,0,0,0,0,0.559105431309904,0.108626198083067,60.8109418954312,0,0,0,0
"DEBY005",30.44469264,9.117973,49.991518,134,"background",0,0.282958199356913,0.109324758842444,0,0,0,0,0,0.488745980707395,0.118971061093248,1104.30606691212,0,0,1922.2339616854,0
"DEBY068",25.3730539,10.232076,50.048397,231,"background",0.227848101265823,0.623417721518987,0.0537974683544304,0,0,0,0,0,0.0949367088607595,0,1455.71428571429,3608.89937592562,780.629030253809,0,0
